,Date,ARIMA,UCM,ML
66,2015-06-06,0.013669751327097052,0.0904160705147355,23.535856001886682
67,2015-06-07,3.536102269510109,3.286073102078557,24.079589538650254
68,2015-06-08,3.935434091235386,4.062613159792039,50.69536872735378
69,2015-06-09,3.435741634303448,3.832578874858028,41.5440338172923
70,2015-06-10,3.6308054696467833,3.621952661813258,39.89240990847531
71,2015-06-11,4.0788939479927055,4.188196585298964,42.300495333639574
72,2015-06-12,3.7979912860052005,3.607192843814095,40.96260322566952
73,2015-06-13,1.04376570576435,1.0151858563212097,35.173288603048
74,2015-06-14,3.4853496947969274,3.481104685671289,12.410293067947837
75,2015-06-15,3.504257857602187,3.5824940402562864,50.0680796628223
76,2015-06-16,3.982734972185871,4.301991471403258,41.78463884164122
77,2015-06-17,4.440934840487581,4.472062239196101,39.55312115424312
78,2015-06-18,3.974061321710776,4.2769701791012205,41.89912309380825
79,2015-06-19,3.6248822431558114,3.9483120964448437,36.50963052439155
80,2015-06-20,0.08642868417298497,0.06541504705579021,35.83965651654482
81,2015-06-21,3.6921640658587433,3.237934367783131,10.041096769109537
82,2015-06-22,4.3798871556812875,3.9906334362166174,52.58293212700453
83,2015-06-23,3.6925010589671095,3.7863460423009934,44.67207406334046
84,2015-06-24,3.866846285247103,4.197959266327145,42.751128348819066
85,2015-06-25,4.107680975507782,4.138310520446211,45.119522850992134
86,2015-06-26,4.066833636449422,4.091959760539004,38.962697305033
87,2015-06-27,1.1124418163200056,1.698909945660433,39.62803497078786
88,2015-06-28,0.9499747712548181,1.4485709008040786,54.54041076591004
89,2015-06-29,3.996293488217769,4.794597077777992,50.71595175629889
90,2015-06-30,4.072399298835728,4.518402447794128,42.61784197553143
91,2015-07-01,3.8549468565240477,4.343700174603536,50.56886453593198
92,2015-07-02,3.8128968674261507,4.201775023442975,59.17518911327457
93,2015-07-03,4.220301416956087,4.064623470728159,42.448278465543765
94,2015-07-04,-0.026301121443098395,0.024320540695522006,17.95774174994455
95,2015-07-05,3.5112966652415123,3.2288036273463177,66.4936658817373
96,2015-07-06,3.898378048522836,4.026536133336792,55.64350166506649
97,2015-07-07,3.44555117074333,3.8272308930629886,44.1234852316374
98,2015-07-08,3.6524927030386394,3.6523360846721498,39.37616289668805
99,2015-07-09,4.134561209754031,4.252696309099813,43.55608471726434
100,2015-07-10,3.884023582019615,3.695724122748197,39.196014502562626
101,2015-07-11,1.1214495850650799,1.1090578135008415,46.126323168271234
102,2015-07-12,3.575518675965586,3.555998331232425,18.100096251266464
103,2015-07-13,3.548869695021025,3.614708016723383,49.49737979168322
104,2015-07-14,3.9915293329429704,4.276274151993714,40.96356038761091
105,2015-07-15,4.401778824080692,4.3879743654533625,39.69162233384373
106,2015-07-16,3.883652502960122,4.150727982877972,42.68075902222865
107,2015-07-17,3.538250819922001,3.808668262759864,40.6908299335414
108,2015-07-18,0.004088451643098262,-0.05532291009216163,20.271144358368023
109,2015-07-19,3.6688619300814076,3.1614590960502644,8.386765480895916
110,2015-07-20,4.413793546924126,3.9689212108388787,51.801510915005586
111,2015-07-21,3.7698516690360626,3.812756750974954,42.730759316392465
112,2015-07-22,3.9830115075214536,4.252615188177634,43.06598639769566
113,2015-07-23,4.207105028613675,4.196154795497538,46.99948635666662
114,2015-07-24,4.151553515260226,4.131449789909482,40.07677339578206
115,2015-07-25,1.1538723257712502,1.7080640206612068,34.977078602334934
116,2015-07-26,0.9504963606691277,1.4267527046291024,62.6832130033259
117,2015-07-27,3.977100143387316,4.750512413057234,53.64029965982686
118,2015-07-28,4.028159965424798,4.466183972443128,46.06006149572622
119,2015-07-29,3.8236222136537124,4.299070613301549,43.55589374760444
120,2015-07-30,3.7893771082780763,4.179312713258164,45.068693585886564
121,2015-07-31,4.219695952910797,4.075921953962091,44.6433210175655
122,2015-08-01,0.004965764326472907,0.07621740568269415,13.163645566901248
123,2015-08-02,3.5607289092019423,3.321240485382974,41.09994838169594
124,2015-08-03,3.9803145766371495,4.150661283175277,64.75930726027138
125,2015-08-04,3.5317467831645803,3.9652305950038715,58.67188955095945
126,2015-08-05,3.7342252424207607,3.7803940704956553,53.94028411796486
127,2015-08-06,4.189689503795733,4.347235060691952,50.843864214107924
128,2015-08-07,3.8862947558272416,3.7412463565536287,39.68636813346465
129,2015-08-08,1.0808322454742267,1.1045316797503963,12.339725574317972
130,2015-08-09,3.489360727636211,3.516735136102936,12.799470988404252
131,2015-08-10,3.455251450991648,3.568288273161804,51.78414635708191
132,2015-08-11,3.9191095460085825,4.253619626407234,42.49495854683506
133,2015-08-12,4.372430504320315,4.412902610421701,40.23842971075021
134,2015-08-13,3.9186180796447623,4.2321106695838004,44.10474207092674
135,2015-08-14,3.6168113618661617,3.938212739524901,42.22892833580217
136,2015-08-15,0.11457596626802205,0.10089381878468766,35.45916941068845
137,2015-08-16,3.77654129283223,3.3177812329706162,16.6832454357237
138,2015-08-17,4.493106579598732,4.10245336591538,52.49386696496766
139,2015-08-18,3.8143349832582785,3.910369180388761,42.02975138284509
140,2015-08-19,3.9828989725338526,4.312766330603884,41.06032604170784
141,2015-08-20,4.183654585705303,4.226915153316543,45.512284832033686
142,2015-08-21,4.11344528696883,4.146602010102809,36.3022417337177
143,2015-08-22,1.1177002011329027,1.723269172868299,16.095619917629293
144,2015-08-23,0.9312257673377563,1.456806618177018,24.38569271462253
145,2015-08-24,3.974910722953107,4.8074842607138,54.70808451301523
146,2015-08-25,4.05672846556279,4.557613228772435,48.4426327410752
147,2015-08-26,3.8771261388506795,4.425785620031029,44.98181222470303
148,2015-08-27,3.8669580587434496,4.333484113873964,45.527870904892495
149,2015-08-28,4.310504971566914,4.240838932994415,44.11022680193427
150,2015-08-29,0.08469316460192851,0.22918860004996625,4.279792360187042
151,2015-08-30,3.6147095746196163,3.439775486160107,67.95820370370373
152,2015-08-31,3.9849750099340864,4.220253606119932,51.136559584775654
153,2015-09-01,3.48730885091056,3.985688034797361,54.21791157168204
154,2015-09-02,3.652380018954116,3.7676675278544813,55.8589728269133
155,2015-09-03,4.0938926936125934,4.329303718547107,56.6043328157784
156,2015-09-04,3.8140668838195806,3.749158654281149,57.99223672619432
157,2015-09-05,1.0526591894072004,1.1619400007499343,4.245018931454953
158,2015-09-06,3.5211673564623513,3.632046535616406,39.44782458282459
159,2015-09-07,3.5374264020931028,3.7324512333396602,57.017034314210605
160,2015-09-08,4.027348411667438,4.444109574155724,43.116407784979565
161,2015-09-09,4.481274578660087,4.601872062718644,41.51092177324709
162,2015-09-10,3.9982993499931037,4.395180167716244,46.38557540876706
163,2015-09-11,3.658924721447373,4.060617501405549,45.347548761628715
164,2015-09-12,0.1172425468440083,0.17936729632734164,10.415800685332469
165,2015-09-13,3.75084376749021,3.3586465032970607,7.132111111111112
166,2015-09-14,4.456714977900016,4.117794865264801,50.15197924957065
167,2015-09-15,3.778007807811791,3.914272238874984,47.365883437363344
168,2015-09-16,3.962100600180954,4.318645725721188,47.54678117092228
169,2015-09-17,4.183456803582804,4.245722214542017,56.22617420917719
170,2015-09-18,4.139862770869311,4.185083829777928,68.4080952894434
171,2015-09-19,1.173096977445378,1.7818407577666338,4.573413960178332
172,2015-09-20,1.0082992531224606,1.527647107199504,6.784514016981415
173,2015-09-21,4.064981446514316,4.874343346636247,64.22422744053097
174,2015-09-22,4.137797225406717,4.598728259828044,159.9583781244291
175,2015-09-23,3.929169129468619,4.420064367080726,272.890769248197
176,2015-09-24,3.873418238763344,4.268273645273209,234.82232595711454
177,2015-09-25,4.265310119064345,4.118226592698759,183.79937518074036
178,2015-09-26,0.002755226154417638,0.0677867781545711,7.1218884903524335
179,2015-09-27,3.5197538425602994,3.270549162251015,23.617926564495523
180,2015-09-28,3.911132918931306,4.077491689927052,112.47229324432925
181,2015-09-29,3.460693256658377,3.8964584170212766,223.7575529467363
182,2015-09-30,3.683260290394892,3.7438805236430293,250.03021523654945
183,2015-10-01,4.17642861976007,4.365406527513003,203.5376721615672
184,2015-10-02,3.9227684252770536,3.826026404023816,106.53480853927829
185,2015-10-03,1.1602831295340446,1.254932170701434,3.426152328508752
186,2015-10-04,3.6021126717955205,3.719707857778227,39.57604617604616
187,2015-10-05,3.5785265645495743,3.802574838913287,42.8290416015966
188,2015-10-06,4.030637830306552,4.49554622223002,43.13104128874956
189,2015-10-07,4.455747096918244,4.642558749048573,41.46453330271631
190,2015-10-08,3.961096016824202,4.438262631768554,45.35572678220806
191,2015-10-09,3.6235773639519095,4.120655671114668,38.757459799989434
192,2015-10-10,0.09543241583321153,0.26964598805223083,7.0237050521868625
193,2015-10-11,3.7513738537511037,3.489381489721798,6.690768198521823
194,2015-10-12,4.483070886122265,4.294407907662077,46.6097594880829
195,2015-10-13,3.832962563005954,4.135295418485875,43.00885416206909
196,2015-10-14,4.0399039744510254,4.57386517572649,42.582042337634384
197,2015-10-15,4.272599845114029,4.516045876604769,42.722604760017454
198,2015-10-16,4.221657278330781,4.44553175793997,41.15445012357139
199,2015-10-17,1.2248988077175378,2.007810629171274,3.229860944694348
200,2015-10-18,1.0146132789490498,1.7027727605598102,6.27680074422932
201,2015-10-19,4.020303319259163,4.996889516175284,46.37831004593218
202,2015-10-20,4.055078189782974,4.683470254603884,45.816206238516536
203,2015-10-21,3.834876567174082,4.494208724095302,47.192849331480886
204,2015-10-22,3.799208710118299,4.362517915165746,54.80899715556496
205,2015-10-23,4.238757887901331,4.256295487298323,49.77730892729121
206,2015-10-24,0.033969623613914424,0.25856695018810033,6.450210889979375
207,2015-10-25,3.6016885245499455,3.5058431801240055,18.14481216931217
208,2015-10-26,4.020408402876041,4.335955132283796,58.838333112237244
209,2015-10-27,3.5678796643120703,4.151687713295994,52.82671806130568
210,2015-10-28,3.764398500630206,3.973129974751841,47.30054156798083
211,2015-10-29,4.21770564573675,4.555652140388836,44.54894253844415
212,2015-10-30,3.92564004259529,3.9757607686531617,56.45654618151279
213,2015-10-31,1.1352328992428469,1.3721645804374514,31.605494293782613
214,2015-11-01,3.564455879903318,3.8180455689446138,32.201589591567846
215,2015-11-02,3.5434386818835044,3.8973763105945842,74.18968124828751
216,2015-11-03,4.008871979447035,4.601170812796813,47.12787633735975
217,2015-11-04,4.456023555671242,4.770505420613496,49.436408264157805
218,2015-11-05,3.9878332519754744,4.595373889172054,54.45520631781458
219,2015-11-06,3.67810790830163,4.306949798042897,48.56456825682207
220,2015-11-07,0.1735183187153098,0.4763904101241625,5.1765293852514835
